01 Target, 02 functions, 03 blocks, 04 opcodes, 05 Total gads, 06 gads<5B, 07 (%), 08 gads>=5B, 09 (%), 10 Intended, 11 (%), 12 Unintended, 13 (%), 14 Candidates (no reds), 15 Reds, 16 (%), 17 Unintended broken, 18 Intended broken, 19 Unintended remained, 20 Intended remained, 21 Unintended red, 22 Intended red, 23 Broken in total, 24 (%), 25 (%)_R, 26 Remained in total, 27 (%), 28 (%)_R, 29 Case 1: Entry gadgets, 30 Case 2: Block/opcode/CFG not addressed, 31 Case 3: gad_start < code_section, 32 Case 4: Too small basic block, 33 Call preceded in total, 34 Call preceded in red, 35 Call preceded remained, 36 M-R, 37 M&R, 38 R-M, 39 [U]M-R, 40 [I]M-R, 41 [U]M&R, 42 [I]M&R, 43 [U]R-M, 44 [I]R-M, 45 M+R, 46 (%), 47 (%)_R, 48 [U]M+R, 49 [I]M+R, 50 Broken by moving, 51 (%), 52 (%)_R, 53 Broken by IPR, 54 (%), 55 (%)_R, 56 Selected movings, 57 Single jmps, 58 (%), 59 Pair jmps, 60 (%), 61 Before size (B), 62 After size (B), 63 Inc size (B), 64 Inc rate (%), 65 Elapsed time, 
D:\Koo\Workspace\ropf\test\md5\md5.dll, 173, 2032, 10241, 2014, 572, 28.4, 1442, 28.4, 844, 41.91, 1170, 58.09, 1857, 157, 7.8, 1061, 729, 9, 58, 100, 57, 1790, 96.39, 88.88, 67, 3.61, 11.12, 18, 15, 0, 34, 87, 1, 5, 380, 1175, 235, 263, 117, 731, 444, 67, 168, 1790, 96.39, 88.88, 1061, 729, 1555, 83.74, 77.21, 1410, 75.93, 70.01, 99, 45, 45.45, 54, 54.55, 45568.0, 48128.0, 2560.0, 5.62, 40.956 sec(s), 
